43,traviskelcete,1466,2021-12-05 22:50:31.836695 +00:00,2021-12-05 22:38:42.269433 +00:00
42,djmoorewr,4983,2021-12-05 22:50:31.837312 +00:00,2021-12-05 22:38:42.269007 +00:00
44,devontasmithwr,7525,2021-12-05 22:50:31.837929 +00:00,2021-12-05 22:38:42.269862 +00:00
46,jkdobbinsrb,6806,2021-12-05 22:50:31.839417 +00:00,2021-12-05 22:38:42.270721 +00:00
47,michaelpittmanwr,6819,2021-12-05 22:50:31.840461 +00:00,2021-12-05 22:38:42.271149 +00:00
48,russellwilsonqb,1234,2021-12-05 22:50:31.841445 +00:00,2021-12-05 22:38:42.271579 +00:00
49,matthewstaffordqb,421,2021-12-05 22:50:31.842092 +00:00,2021-12-05 22:38:42.272008 +00:00
50,2023mid1stpi,,2021-12-05 22:50:31.842716 +00:00,2021-12-05 22:38:42.272447 +00:00
51,georgekittlete,4217,2021-12-05 22:50:31.843329 +00:00,2021-12-05 22:38:42.272876 +00:00
52,teehigginswr,6801,2021-12-05 22:50:31.843945 +00:00,2021-12-05 22:38:42.273742 +00:00
53,tjhockensonte,5844,2021-12-05 22:50:31.844558 +00:00,2021-12-05 22:38:42.274178 +00:00
55,jalenhurtsqb,6904,2021-12-05 22:50:31.845208 +00:00,2021-12-05 22:38:42.275060 +00:00
54,elijahmitchellrb,7561,2021-12-05 22:50:31.845843 +00:00,2021-12-05 22:38:42.274620 +00:00
56,elijahmoorewr,7596,2021-12-05 22:50:31.846450 +00:00,2021-12-05 22:38:42.275500 +00:00
57,darrenwallerte,2505,2021-12-05 22:50:31.847144 +00:00,2021-12-05 22:38:42.276117 +00:00
58,2022mid1stpi,,2021-12-05 22:50:31.847932 +00:00,2021-12-05 22:38:42.276578 +00:00
59,aaronrodgersqb,96,2021-12-05 22:50:31.848681 +00:00,2021-12-05 22:38:42.277032 +00:00
61,jerryjeudywr,6783,2021-12-05 22:50:31.850019 +00:00,2021-12-05 22:38:42.277916 +00:00
62,ajdillonrb,6828,2021-12-05 22:50:31.850617 +00:00,2021-12-05 22:38:42.278404 +00:00
64,aaronjonesrb,4199,2021-12-05 22:50:31.851241 +00:00,2021-12-05 22:38:42.279369 +00:00
63,davidmontgomeryrb,5892,2021-12-05 22:50:31.851839 +00:00,2021-12-05 22:38:42.278931 +00:00
65,marquisebrownwr,5848,2021-12-05 22:50:31.852515 +00:00,2021-12-05 22:38:42.280530 +00:00
66,ezekielelliottrb,3164,2021-12-05 22:50:31.853113 +00:00,2021-12-05 22:38:42.281002 +00:00
67,chaseclaypoolwr,6886,2021-12-05 22:50:31.853706 +00:00,2021-12-05 22:38:42.281455 +00:00
68,mikeevanswr,2216,2021-12-05 22:50:31.854342 +00:00,2021-12-05 22:38:42.281899 +00:00
69,rashodbatemanwr,7571,2021-12-05 22:50:31.854949 +00:00,2021-12-05 22:38:42.282343 +00:00
70,deshaunwatsonqb,4017,2021-12-05 22:50:31.855570 +00:00,2021-12-05 22:38:42.282787 +00:00
71,keenanallenwr,1479,2021-12-05 22:50:31.856333 +00:00,2021-12-05 22:38:42.283230 +00:00
72,deandrehopkinswr,1426,2021-12-05 22:50:31.857067 +00:00,2021-12-05 22:38:42.283674 +00:00
73,2023late1stpi,,2021-12-05 22:50:31.857660 +00:00,2021-12-05 22:38:42.284106 +00:00
74,clydeedwardshelairerb,6820,2021-12-05 22:50:31.858455 +00:00,2021-12-05 22:38:42.284550 +00:00
76,jamesrobinsonrb,6955,2021-12-05 22:50:31.859060 +00:00,2021-12-05 22:38:42.285433 +00:00
75,travisetiennerb,7543,2021-12-05 22:50:31.859658 +00:00,2021-12-05 22:38:42.284993 +00:00
77,brandonaiyukwr,6803,2021-12-05 22:50:31.860257 +00:00,2021-12-05 22:38:42.285874 +00:00
78,amaricooperwr,2309,2021-12-05 22:50:31.860876 +00:00,2021-12-05 22:38:42.286325 +00:00
79,joshjacobsrb,5850,2021-12-05 22:50:31.861502 +00:00,2021-12-05 22:38:42.286768 +00:00
81,darnellmooneywr,7090,2021-12-05 22:50:31.862750 +00:00,2021-12-05 22:38:42.287647 +00:00
82,camakersrb,6938,2021-12-05 22:50:31.863363 +00:00,2021-12-05 22:38:42.288090 +00:00
83,2022late1stpi,,2021-12-05 22:50:31.863963 +00:00,2021-12-05 22:38:42.288519 +00:00
84,leonardfournetterb,3969,2021-12-05 22:50:31.864675 +00:00,2021-12-05 22:38:42.288966 +00:00
85,calvinridleywr,4981,2021-12-05 22:50:31.865280 +00:00,2021-12-05 22:38:42.289402 +00:00
86,tonypollardrb,5967,2021-12-05 22:50:31.865878 +00:00,2021-12-05 22:38:42.289846 +00:00
88,carsonwentzqb,3161,2021-12-05 22:50:31.866477 +00:00,2021-12-05 22:38:42.290728 +00:00
87,patfreiermuthte,7600,2021-12-05 22:50:31.867099 +00:00,2021-12-05 22:38:42.290288 +00:00
89,tombradyqb,167,2021-12-05 22:50:31.867744 +00:00,2021-12-05 22:38:42.291167 +00:00
90,kareemhuntrb,4098,2021-12-05 22:50:31.868410 +00:00,2021-12-05 22:38:42.291605 +00:00
92,kadariustoneywr,7606,2021-12-05 22:50:31.869030 +00:00,2021-12-05 22:38:42.292504 +00:00
91,kirkcousinsqb,1166,2021-12-05 22:50:31.869640 +00:00,2021-12-05 22:38:42.292063 +00:00
93,darrellhendersonrb,5916,2021-12-05 22:50:31.870255 +00:00,2021-12-05 22:38:42.293092 +00:00
94,zachwilsonqb,7538,2021-12-05 22:50:31.870864 +00:00,2021-12-05 22:38:42.293539 +00:00
95,derekcarrqb,2028,2021-12-05 22:50:31.872980 +00:00,2021-12-05 22:38:42.293983 +00:00
96,rondalemoorewr,7601,2021-12-05 22:50:31.873748 +00:00,2021-12-05 22:38:42.294424 +00:00
97,mikewilliamswr,4068,2021-12-05 22:50:31.874500 +00:00,2021-12-05 22:38:42.294914 +00:00
98,tylerlockettwr,2374,2021-12-05 22:50:31.875673 +00:00,2021-12-05 22:38:42.295703 +00:00
100,noahfantte,5857,2021-12-05 22:50:31.877338 +00:00,2021-12-05 22:38:42.297294 +00:00
101,alexandermattisonrb,5987,2021-12-05 22:50:31.878756 +00:00,2021-12-05 22:38:42.297988 +00:00
102,courtlandsuttonwr,5045,2021-12-05 22:50:31.879496 +00:00,2021-12-05 22:38:42.298627 +00:00
103,2023early2ndpi,,2021-12-05 22:50:31.880178 +00:00,2021-12-05 22:38:42.299157 +00:00
104,ryantannehillqb,1049,2021-12-05 22:50:31.880845 +00:00,2021-12-05 22:38:42.299627 +00:00
105,milessandersrb,6151,2021-12-05 22:50:31.881534 +00:00,2021-12-05 22:38:42.300099 +00:00
106,michaelgallupwr,5038,2021-12-05 22:50:31.882203 +00:00,2021-12-05 22:38:42.300568 +00:00
107,2022early2ndpi,,2021-12-05 22:50:31.882837 +00:00,2021-12-05 22:38:42.301015 +00:00
108,mikegesickite,4993,2021-12-05 22:50:31.883495 +00:00,2021-12-05 22:38:42.301513 +00:00
109,adamthielenwr,1689,2021-12-05 22:50:31.884161 +00:00,2021-12-05 22:38:42.301992 +00:00
110,dawsonknoxte,5906,2021-12-05 22:50:31.884798 +00:00,2021-12-05 22:38:42.302448 +00:00
111,rhamondrestevensonrb,7611,2021-12-05 22:50:31.886261 +00:00,2021-12-05 22:38:42.302907 +00:00
112,michaelthomaswr,3199,2021-12-05 22:50:31.887019 +00:00,2021-12-05 22:38:42.303365 +00:00
113,bakermayfieldqb,4892,2021-12-05 22:50:31.887674 +00:00,2021-12-05 22:38:42.303826 +00:00
114,damienharrisrb,5890,2021-12-05 22:50:31.888318 +00:00,2021-12-05 22:38:42.304281 +00:00
115,hunterrenfrowwr,5955,2021-12-05 22:50:31.888973 +00:00,2021-12-05 22:38:42.304756 +00:00
117,daltonschultzte,5001,2021-12-05 22:50:31.890279 +00:00,2021-12-05 22:38:42.306403 +00:00
118,danieljonesqb,5870,2021-12-05 22:50:31.890926 +00:00,2021-12-05 22:38:42.306845 +00:00
119,chubahubbardrb,7594,2021-12-05 22:50:31.891766 +00:00,2021-12-05 22:38:42.307276 +00:00
120,cordarrellepattersonwr,1535,2021-12-05 22:50:31.892380 +00:00,2021-12-05 22:38:42.307783 +00:00
121,allenrobinsonwr,1992,2021-12-05 22:50:31.893098 +00:00,2021-12-05 22:38:42.308211 +00:00
122,jakobimeyerswr,5947,2021-12-05 22:50:31.893707 +00:00,2021-12-05 22:38:42.308639 +00:00
123,brandincookswr,2197,2021-12-05 22:50:31.894308 +00:00,2021-12-05 22:38:42.309066 +00:00
124,robertwoodswr,1352,2021-12-05 22:50:31.894907 +00:00,2021-12-05 22:38:42.309497 +00:00
125,mylesgaskinrb,5980,2021-12-05 22:50:31.895508 +00:00,2021-12-05 22:38:42.310045 +00:00
126,jamesconnerrb,4137,2021-12-05 22:50:31.896147 +00:00,2021-12-05 22:38:42.310478 +00:00
127,chaseedmondsrb,5000,2021-12-05 22:50:31.896746 +00:00,2021-12-05 22:38:42.310903 +00:00
128,2022mid2ndpi,,2021-12-05 22:50:31.897336 +00:00,2021-12-05 22:38:42.311320 +00:00
129,2023mid2ndpi,,2021-12-05 22:50:31.897974 +00:00,2021-12-05 22:38:42.312660 +00:00
130,vanjeffersonwr,6853,2021-12-05 22:50:31.898922 +00:00,2021-12-05 22:38:42.313359 +00:00
131,colekmette,6826,2021-12-05 22:50:31.899576 +00:00,2021-12-05 22:38:42.314001 +00:00
133,2023late2ndpi,,2021-12-05 22:50:31.900819 +00:00,2021-12-05 22:38:42.315089 +00:00
134,christiankirkwr,4950,2021-12-05 22:50:31.901432 +00:00,2021-12-05 22:38:42.315633 +00:00
135,jordanloveqb,6804,2021-12-05 22:50:31.902129 +00:00,2021-12-05 22:38:42.316130 +00:00
136,2022late2ndpi,,2021-12-05 22:50:31.903104 +00:00,2021-12-05 22:38:42.316557 +00:00
137,djcharkwr,4951,2021-12-05 22:50:31.903850 +00:00,2021-12-05 22:38:42.316997 +00:00
138,khalilherbertrb,7608,2021-12-05 22:50:31.904501 +00:00,2021-12-05 22:38:42.317432 +00:00
139,hunterhenryte,3214,2021-12-05 22:50:31.905107 +00:00,2021-12-05 22:38:42.317869 +00:00
140,robgronkowskite,515,2021-12-05 22:50:31.905708 +00:00,2021-12-05 22:38:42.318305 +00:00
141,odellbeckhamwr,2078,2021-12-05 22:50:31.906312 +00:00,2021-12-05 22:38:42.318742 +00:00
142,coreydaviswr,4036,2021-12-05 22:50:31.906915 +00:00,2021-12-05 22:38:42.319194 +00:00
143,jimmygaroppoloqb,1837,2021-12-05 22:50:31.908095 +00:00,2021-12-05 22:38:42.319635 +00:00
144,tylerboydwr,3225,2021-12-05 22:50:31.908783 +00:00,2021-12-05 22:38:42.320072 +00:00
146,jamaalwilliamsrb,4149,2021-12-05 22:50:31.909392 +00:00,2021-12-05 22:38:42.321022 +00:00
145,antoniobrownwr,536,2021-12-05 22:50:31.909997 +00:00,2021-12-05 22:38:42.320510 +00:00
147,kennethgainwellrb,7567,2021-12-05 22:50:31.910599 +00:00,2021-12-05 22:38:42.321470 +00:00
148,melvingordonrb,2320,2021-12-05 22:50:31.911222 +00:00,2021-12-05 22:38:42.321950 +00:00
149,jameiswinstonqb,2306,2021-12-05 22:50:31.911861 +00:00,2021-12-05 22:38:42.322385 +00:00
150,curtissamuelwr,4082,2021-12-05 22:50:31.912465 +00:00,2021-12-05 22:38:42.323045 +00:00
152,terracemarshallwr,7565,2021-12-05 22:50:31.913763 +00:00,2021-12-05 22:38:42.324216 +00:00
153,bryanedwardswr,6870,2021-12-05 22:50:31.914717 +00:00,2021-12-05 22:38:42.324655 +00:00
154,timpatrickwr,4351,2021-12-05 22:50:31.915501 +00:00,2021-12-05 22:38:42.325093 +00:00
155,irvsmithte,6126,2021-12-05 22:50:31.916275 +00:00,2021-12-05 22:38:42.325545 +00:00
156,amonrastbrownwr,7547,2021-12-05 22:50:31.917050 +00:00,2021-12-05 22:38:42.326098 +00:00
157,kendrickbournewr,4454,2021-12-05 22:50:31.917721 +00:00,2021-12-05 22:38:42.326549 +00:00
158,kennygolladaywr,4131,2021-12-05 22:50:31.918669 +00:00,2021-12-05 22:38:42.327031 +00:00
159,loganthomaste,2251,2021-12-05 22:50:31.920331 +00:00,2021-12-05 22:38:42.327468 +00:00
160,jarvislandrywr,1825,2021-12-05 22:50:31.921113 +00:00,2021-12-05 22:38:42.328101 +00:00
161,teddybridgewaterqb,2152,2021-12-05 22:50:31.921890 +00:00,2021-12-05 22:38:42.328637 +00:00
162,donovanpeoplesjoneswr,6824,2021-12-05 22:50:31.922678 +00:00,2021-12-05 22:38:42.329184 +00:00
163,ronaldjonesrb,5052,2021-12-05 22:50:31.923457 +00:00,2021-12-05 22:38:42.329738 +00:00
164,nicocollinswr,7569,2021-12-05 22:50:31.924147 +00:00,2021-12-05 22:38:42.330289 +00:00
165,nyheimhinesrb,5347,2021-12-05 22:50:31.925023 +00:00,2021-12-05 22:38:42.330834 +00:00
166,devinsingletaryrb,6130,2021-12-05 22:50:31.925633 +00:00,2021-12-05 22:38:42.331295 +00:00
167,adamtrautmante,6869,2021-12-05 22:50:31.926241 +00:00,2021-12-05 22:38:42.331998 +00:00
168,gusedwardsrb,5248,2021-12-05 22:50:31.926845 +00:00,2021-12-05 22:38:42.332679 +00:00
169,gabrieldaviswr,6943,2021-12-05 22:50:31.927497 +00:00,2021-12-05 22:38:42.333348 +00:00
170,treysermonrb,7593,2021-12-05 22:50:31.928103 +00:00,2021-12-05 22:38:42.333865 +00:00
171,willfullerwr,3157,2021-12-05 22:50:31.928706 +00:00,2021-12-05 22:38:42.334612 +00:00
173,zackmossrb,6845,2021-12-05 22:50:31.929965 +00:00,2021-12-05 22:38:42.335960 +00:00
174,zachertzte,1339,2021-12-05 22:50:31.930655 +00:00,2021-12-05 22:38:42.336454 +00:00
175,devanteparkerwr,2319,2021-12-05 22:50:31.931426 +00:00,2021-12-05 22:38:42.336994 +00:00
176,jdmckissicrb,3664,2021-12-05 22:50:31.932040 +00:00,2021-12-05 22:38:42.337482 +00:00
178,joshpalmerwr,7670,2021-12-05 22:50:31.932650 +00:00,2021-12-05 22:38:42.338438 +00:00
177,jaredgoffqb,3163,2021-12-05 22:50:31.933253 +00:00,2021-12-05 22:38:42.337962 +00:00
179,taysomhillqb,4381,2021-12-05 22:50:31.933858 +00:00,2021-12-05 22:38:42.338917 +00:00
180,tylerhigbeete,3271,2021-12-05 22:50:31.934886 +00:00,2021-12-05 22:38:42.339396 +00:00
181,evanengramte,4066,2021-12-05 22:50:31.935847 +00:00,2021-12-05 22:38:42.339890 +00:00
182,samdarnoldqb,4943,2021-12-05 22:50:31.936465 +00:00,2021-12-05 22:38:42.340385 +00:00
183,mattryanqb,24,2021-12-05 22:50:31.937107 +00:00,2021-12-05 22:38:42.340849 +00:00
184,2022mid3rdpi,,2021-12-05 22:50:31.937699 +00:00,2021-12-05 22:38:42.341295 +00:00
185,dyamibrownwr,7587,2021-12-05 22:50:31.938311 +00:00,2021-12-05 22:38:42.341751 +00:00
186,juliojoneswr,947,2021-12-05 22:50:31.938937 +00:00,2021-12-05 22:38:42.342226 +00:00
187,danarnoldte,4741,2021-12-05 22:50:31.939543 +00:00,2021-12-05 22:38:42.342803 +00:00
188,tommytremblete,7694,2021-12-05 22:50:31.940143 +00:00,2021-12-05 22:38:42.343300 +00:00
189,2022early3rdpi,,2021-12-05 22:50:31.940738 +00:00,2021-12-05 22:38:42.343942 +00:00
190,donaldparhamte,6074,2021-12-05 22:50:31.941612 +00:00,2021-12-05 22:38:42.344735 +00:00
192,chriscarsonrb,4273,2021-12-05 22:50:31.942831 +00:00,2021-12-05 22:38:42.345816 +00:00
193,2023early3rdpi,,2021-12-05 22:50:31.943424 +00:00,2021-12-05 22:38:42.346457 +00:00
196,tylerconklinte,5133,2021-12-05 22:50:31.944044 +00:00,2021-12-05 22:38:42.348719 +00:00
194,mecolehardmanwr,5917,2021-12-05 22:50:31.944645 +00:00,2021-12-05 22:38:42.347748 +00:00
195,darrelwilliamsrb,5549,2021-12-05 22:50:31.945753 +00:00,2021-12-05 22:38:42.348224 +00:00
197,camnewtonqb,954,2021-12-05 22:50:31.946369 +00:00,2021-12-05 22:38:42.349212 +00:00
198,robbyandersonwr,3423,2021-12-05 22:50:31.946984 +00:00,2021-12-05 22:38:42.349688 +00:00
199,davidnjokute,4033,2021-12-05 22:50:31.947596 +00:00,2021-12-05 22:38:42.350162 +00:00
200,dariusslaytonwr,6149,2021-12-05 22:50:31.948369 +00:00,2021-12-05 22:38:42.350632 +00:00
202,kjhamlerwr,6805,2021-12-05 22:50:31.948996 +00:00,2021-12-05 22:38:42.351623 +00:00
201,tylerjohnsonwr,6960,2021-12-05 22:50:31.949631 +00:00,2021-12-05 22:38:42.351120 +00:00
203,russellgagewr,5110,2021-12-05 22:50:31.950582 +00:00,2021-12-05 22:38:42.352095 +00:00
204,davismillsqb,7585,2021-12-05 22:50:31.951286 +00:00,2021-12-05 22:38:42.352557 +00:00
205,tyjohnsonrb,6039,2021-12-05 22:50:31.951899 +00:00,2021-12-05 22:38:42.353023 +00:00
206,marvinjoneswr,1067,2021-12-05 22:50:31.952525 +00:00,2021-12-05 22:38:42.353495 +00:00
207,2023mid3rdpi,,2021-12-05 22:50:31.953129 +00:00,2021-12-05 22:38:42.353945 +00:00
208,tyrodtaylorqb,827,2021-12-05 22:50:31.953744 +00:00,2021-12-05 22:38:42.354406 +00:00
209,jalenreagorwr,6798,2021-12-05 22:50:31.954378 +00:00,2021-12-05 22:38:42.354862 +00:00
211,kenyandrakerb,3242,2021-12-05 22:50:31.955617 +00:00,2021-12-05 22:38:42.355779 +00:00
212,2022late3rdpi,,2021-12-05 22:50:31.956223 +00:00,2021-12-05 22:38:42.356245 +00:00
213,marquezcallawaywr,6989,2021-12-05 22:50:31.956833 +00:00,2021-12-05 22:38:42.356705 +00:00
214,kjosbornwr,7066,2021-12-05 22:50:31.957449 +00:00,2021-12-05 22:38:42.357162 +00:00
215,jermarjeffersonrb,7599,2021-12-05 22:50:31.958149 +00:00,2021-12-05 22:38:42.357621 +00:00
216,albertokwuegbunamte,6843,2021-12-05 22:50:31.958775 +00:00,2021-12-05 22:38:42.358081 +00:00
217,kellenmondqb,7581,2021-12-05 22:50:31.959395 +00:00,2021-12-05 22:38:42.358519 +00:00
218,deonteharriswr,6234,2021-12-05 22:50:31.960010 +00:00,2021-12-05 22:38:42.358960 +00:00
219,bostonscottrb,5122,2021-12-05 22:50:31.960675 +00:00,2021-12-05 22:38:42.359410 +00:00
220,quezwatkinswr,6927,2021-12-05 22:50:31.961312 +00:00,2021-12-05 22:38:42.360088 +00:00
221,parriscampbellwr,5880,2021-12-05 22:50:31.961925 +00:00,2021-12-05 22:38:42.360537 +00:00
222,geraldeverettte,4089,2021-12-05 22:50:31.962540 +00:00,2021-12-05 22:38:42.361010 +00:00
224,2023late3rdpi,,2021-12-05 22:50:31.963835 +00:00,2021-12-05 22:38:42.362342 +00:00
225,roberttonyante,4602,2021-12-05 22:50:31.964447 +00:00,2021-12-05 22:38:42.362781 +00:00
226,jonnusmithte,4144,2021-12-05 22:50:31.965213 +00:00,2021-12-05 22:38:42.363269 +00:00
227,jaretpattersonrb,7537,2021-12-05 22:50:31.966109 +00:00,2021-12-05 22:38:42.363707 +00:00
228,cedrickwilsonwr,5113,2021-12-05 22:50:31.966732 +00:00,2021-12-05 22:38:42.364141 +00:00
229,jefferywilsonrb,5284,2021-12-05 22:50:31.967348 +00:00,2021-12-05 22:38:42.364573 +00:00
230,dontaforemanrb,4111,2021-12-05 22:50:31.967957 +00:00,2021-12-05 22:38:42.365006 +00:00
232,anthonyschwartzwr,7533,2021-12-05 22:50:31.969205 +00:00,2021-12-05 22:38:42.365936 +00:00
233,quintezcephuswr,6895,2021-12-05 22:50:31.969821 +00:00,2021-12-05 22:38:42.366371 +00:00
234,sonymichelrb,4962,2021-12-05 22:50:31.971254 +00:00,2021-12-05 22:38:42.367146 +00:00
235,trequansmithwr,5026,2021-12-05 22:50:31.971979 +00:00,2021-12-05 22:38:42.367579 +00:00
236,brevinjordante,7568,2021-12-05 22:50:31.972580 +00:00,2021-12-05 22:38:42.368050 +00:00
237,nickwestbrookikhinewr,7496,2021-12-05 22:50:31.973183 +00:00,2021-12-05 22:38:42.368482 +00:00
238,cjuzomahte,2460,2021-12-05 22:50:31.973787 +00:00,2021-12-05 22:38:42.368937 +00:00
239,colebeasleywr,1144,2021-12-05 22:50:31.974395 +00:00,2021-12-05 22:38:42.369371 +00:00
240,zachpascalwr,4319,2021-12-05 22:50:31.975267 +00:00,2021-12-05 22:38:42.369806 +00:00
242,jamisoncrowderwr,2410,2021-12-05 22:50:31.976517 +00:00,2021-12-05 22:38:42.370681 +00:00
243,raheemmostertrb,2749,2021-12-05 22:50:31.977134 +00:00,2021-12-05 22:38:42.371112 +00:00
244,emmanuelsanderswr,538,2021-12-05 22:50:31.977747 +00:00,2021-12-05 22:38:42.371543 +00:00
245,enobenjaminrb,6951,2021-12-05 22:50:31.978349 +00:00,2021-12-05 22:38:42.371976 +00:00
246,jamalagnewwr,4198,2021-12-05 22:50:31.978949 +00:00,2021-12-05 22:38:42.372407 +00:00
247,chrisevansrb,7794,2021-12-05 22:50:31.979648 +00:00,2021-12-05 22:38:42.372875 +00:00
248,drewlockqb,5854,2021-12-05 22:50:31.980248 +00:00,2021-12-05 22:38:42.373304 +00:00
249,mattbreidarb,4455,2021-12-05 22:50:31.980846 +00:00,2021-12-05 22:38:42.373740 +00:00
250,dwayneeskridgewr,7612,2021-12-05 22:50:31.981768 +00:00,2021-12-05 22:38:42.374166 +00:00
251,devinduvernaywr,6847,2021-12-05 22:50:31.982383 +00:00,2021-12-05 22:38:42.374618 +00:00
252,dontrellhilliardrb,5536,2021-12-05 22:50:31.982991 +00:00,2021-12-05 22:38:42.375064 +00:00
253,tonyjonesrb,6984,2021-12-05 22:50:31.983592 +00:00,2021-12-05 22:38:42.375496 +00:00
254,denzelmimswr,6849,2021-12-05 22:50:31.984193 +00:00,2021-12-05 22:38:42.376205 +00:00
255,larryrountreerb,7574,2021-12-05 22:50:31.984806 +00:00,2021-12-05 22:38:42.376928 +00:00
256,fostermoreaute,5985,2021-12-05 22:50:31.985411 +00:00,2021-12-05 22:38:42.377457 +00:00
257,markingramrb,956,2021-12-05 22:50:31.986011 +00:00,2021-12-05 22:38:42.377918 +00:00
259,jjtaylorrb,6973,2021-12-05 22:50:31.987294 +00:00,2021-12-05 22:38:42.379078 +00:00
260,devontafreemanrb,2168,2021-12-05 22:50:31.987906 +00:00,2021-12-05 22:38:42.379540 +00:00
261,jameswashingtonwr,5024,2021-12-05 22:50:31.988519 +00:00,2021-12-05 22:38:42.379989 +00:00
262,demetricfeltonrb,7609,2021-12-05 22:50:31.989131 +00:00,2021-12-05 22:38:42.380434 +00:00
263,joshreynoldswr,4171,2021-12-05 22:50:31.989742 +00:00,2021-12-05 22:38:42.380879 +00:00
264,austinhooperte,3202,2021-12-05 22:50:31.990353 +00:00,2021-12-05 22:38:42.381323 +00:00
265,darryntonevansrb,7064,2021-12-05 22:50:31.990980 +00:00,2021-12-05 22:38:42.381778 +00:00
266,kylinhillrb,7572,2021-12-05 22:50:31.991681 +00:00,2021-12-05 22:38:42.382226 +00:00
267,harrisonbryantte,6850,2021-12-05 22:50:31.992307 +00:00,2021-12-05 22:38:42.382756 +00:00
268,salvonahmedrb,6918,2021-12-05 22:50:31.992920 +00:00,2021-12-05 22:38:42.383347 +00:00
